65	2	2	3800	6000	1
60	2	2	3800	6000	1
40	1	3	5300	6000	1
50	1	4	5300	6000	1
30	2	1	5300	6000	1
50	2	4	6800	6000	1
65	1	5	2300	6000	1
65	2	2	3800	6000	1
60	2	2	2300	6000	1
65	2	2	5300	6000	1
65	1	5	1500	6000	1
65	1	5	1500	6000	1
65	1	5	1500	6000	1
21	1	1	1200	6000	1
65	2	5	2300	6000	1
60	2	2	5300	6000	1
65	2	2	2300	6000	1
21	1	1	1500	6000	1
50	1	5	1500	6000	1
21	1	5	2300	6000	1
30	1	3	3800	6000	1
40	1	5	2300	6000	1
65	2	2	5300	6000	1
65	2	2	5300	6000	1
21	1	1	5300	6000	1
65	2	5	3800	6000	1
50	2	5	3800	6000	1
65	1	2	5300	6000	1
21	2	2	2300	6000	1
65	2	5	2300	6000	1
65	2	5	2300	6000	1
65	2	5	5300	6000	1
60	2	5	1030	6000	1
65	2	5	6800	6000	1
30	2	3	2300	6000	1
21	2	1	8300	6000	1
30	1	3	2300	6000	1
21	1	1	1500	6000	1
65	2	5	1500	6000	1
50	2	2	5300	6000	1
21	2	1	2300	6000	1
21	1	1	2300	6000	1
21	1	1	1500	6000	1
50	2	1	3800	6000	1
21	1	1	2300	6000	1
21	1	1	2300	6000	1
21	1	1	2300	6000	1
21	2	1	1500	6000	1
21	1	1	6800	6000	1
30	2	4	8300	6000	1
21	2	1	2300	6000	1
30	2	1	6800	6000	1
21	1	1	2300	6000	1
30	1	1	2300	6000	1
21	2	1	1500	6000	1
21	2	1	1500	6000	1
50	2	2	3800	6000	1
21	1	1	1500	6000	1
21	1	1	1500	6000	1
21	2	1	1500	6000	1
21	1	1	6800	6000	1
21	1	2	3800	6000	1
21	2	1	2300	6000	1
30	2	2	5300	6000	1
40	2	3	2300	6000	1
21	2	1	5300	6000	1
30	2	3	6800	6000	1
60	2	5	2300	6000	1
60	2	5	2300	6000	1
21	1	1	3800	6000	1
21	1	1	3800	6000	1
21	1	1	1500	6000	1
21	1	1	1500	6000	1
21	1	1	1030	6000	1
50	1	2	1500	6000	1
50	1	2	1500	6000	1
50	1	2	1500	6000	1
50	1	2	1500	6000	1
21	1	3	5300	6000	1
65	2	4	2300	6000	1
21	2	1	5300	6000	1
21	2	1	5300	6000	1
21	2	3	2300	6000	1
21	2	1	1500	6000	1
21	1	1	5300	6000	1
21	1	1	5300	6000	1
21	2	3	2300	6000	1
21	2	1	2300	6000	1
21	2	3	2300	6000	1
50	2	2	1200	6000	1
50	2	2	1200	6000	1
21	2	1	1200	6000	1
40	2	3	1500	6000	1
30	2	1	2300	6000	1
21	1	1	2300	6000	1
50	2	2	6800	6000	1
21	2	3	1500	6000	1
21	2	3	2300	6000	1
21	1	1	1500	6000	1
21	2	1	2300	6000	1
60	2	2	8300	6000	1
21	1	1	5300	6000	1
21	1	1	5300	6000	1
21	1	1	1500	6000	1
21	1	1	5300	6000	1
65	2	5	3800	6000	1
21	2	1	1500	6000	1
21	2	1	1500	6000	1
21	2	3	3800	6000	1
21	1	1	1500	6000	1
21	1	1	1500	6000	1
21	1	1	1500	6000	1
21	1	1	1500	6000	1
21	2	3	2300	6000	1
65	2	5	1500	6000	1
30	1	1	2300	6000	1
30	1	1	2300	6000	1
60	1	2	2300	6000	1
60	1	2	2300	6000	1
60	1	2	2300	6000	1
21	1	1	2300	6000	1
21	2	1	1500	6000	1
30	2	3	1500	6000	1
21	1	1	2300	6000	1
21	2	1	1200	6000	1
21	2	1	2300	6000	1
21	1	1	2300	6000	1
21	1	1	6800	6000	1
60	2	1	6800	6000	1
21	1	1	2300	6000	1
60	2	5	2300	6000	1
40	2	2	1200	6000	1
30	2	2	8300	6000	1
21	2	1	2300	6000	1
50	2	1	1030	6000	1
21	1	1	2300	6000	1
21	1	1	2300	6000	1
21	1	1	3800	6000	1
21	1	1	3800	6000	1
21	2	1	2300	6000	1
21	2	1	2300	6000	1
21	1	1	6800	6000	1
21	1	1	1500	6000	1
30	2	3	6800	6000	1
21	2	3	2300	6000	1
21	2	1	2300	6000	1
21	1	1	1500	6000	1
21	2	1	2300	6000	1
21	1	1	2300	6000	1
30	2	3	3800	6000	1
21	1	1	3800	6000	1
21	1	1	3800	6000	1
30	1	3	3800	6000	1
21	2	1	1500	6000	1
30	1	1	2300	6000	1
21	1	1	2300	6000	1
